교재,레벨,구간,Chapter,영어,뜻,,
T-map,Starter Basic,B4-B6,9,national,국립의,,
T-map,Starter Basic,B4-B6,9,place,"자리, 직무",,
T-map,Starter Basic,B4-B6,9,pleased,기쁜,,
T-map,Starter Basic,B4-B6,9,politely,정중하게,,
T-map,Starter Basic,B4-B6,9,reason,이유,,
T-map,Starter Basic,B4-B6,9,remember,기억하다,,
T-map,Starter Basic,B4-B6,9,right away,곧바로,,
T-map,Starter Basic,B4-B6,9,science,과학,,
T-map,Starter Basic,B4-B6,9,scientist,과학자,,
T-map,Starter Basic,B4-B6,9,search,검색하다,,
T-map,Starter Basic,B4-B6,9,slice,조각,,
T-map,Starter Basic,B4-B6,9,type,입력하다,,
T-map,Starter Basic,B4-B6,9,wild,흐트러진,,
T-map,Starter Basic,B4-B6,10,above,~ 위로,,
T-map,Starter Basic,B4-B6,10,adult,성인,,
T-map,Starter Basic,B4-B6,10,all kinds of,모든 종류의,,
T-map,Starter Basic,B4-B6,10,although,~일지라도,,
T-map,Starter Basic,B4-B6,10,birthday,생일,,
T-map,Starter Basic,B4-B6,10,celebration,축하 의식,,
T-map,Starter Basic,B4-B6,10,cheerful,유쾌한,,
T-map,Starter Basic,B4-B6,10,circle,"원, 원형",,
T-map,Starter Basic,B4-B6,10,classic,고전적인,,
T-map,Starter Basic,B4-B6,10,coach,(스포츠 팀의) 코치,,
T-map,Starter Basic,B4-B6,10,contest,대회,,
T-map,Starter Basic,B4-B6,10,cousin,사촌,,
T-map,Starter Basic,B4-B6,10,dangerous,위험한,,
T-map,Starter Basic,B4-B6,10,drop,떨어뜨리다,,
T-map,Starter Basic,B4-B6,10,figure,모형,,
T-map,Starter Basic,B4-B6,10,gift,선물,,
T-map,Starter Basic,B4-B6,10,guest,손님,,
T-map,Starter Basic,B4-B6,10,hardly,거의 ~않다,,
T-map,Starter Basic,B4-B6,10,headache,두통,,
T-map,Starter Basic,B4-B6,10,heavy,(식사가) 든든한,,
T-map,Starter Basic,B4-B6,10,historic,역사적인,,
T-map,Starter Basic,B4-B6,10,hold on,기다리다,,
T-map,Starter Basic,B4-B6,10,in the middle of,~하는 도중에,,
T-map,Starter Basic,B4-B6,10,Jewish,유대인의,,
T-map,Starter Basic,B4-B6,10,lift,들어 올리다,,
T-map,Starter Basic,B4-B6,10,make it,참석하다,,
T-map,Starter Basic,B4-B6,10,meal,식사,,
T-map,Starter Basic,B4-B6,10,move,이사하다,,
T-map,Starter Basic,B4-B6,10,on time,제시간에,,
T-map,Starter Basic,B4-B6,10,pain,고통,,
T-map,Starter Basic,B4-B6,10,quickly,빨리,,
T-map,Starter Basic,B4-B6,10,see,"알다, 이해하다",,
T-map,Starter Basic,B4-B6,10,sound,~하게 들리다,,
T-map,Starter Basic,B4-B6,10,special,특별한,,
T-map,Starter Basic,B4-B6,10,tradition,전통,,
T-map,Starter Basic,B4-B6,10,turn,(어떤 나이가) 되다,,
T-map,Starter Basic,B4-B6,10,unique,독특한,,
T-map,Starter Basic,B4-B6,10,unusual,특이한,,
T-map,Starter Basic,B4-B6,10,volleyball,배구,,
T-map,Starter Basic,B4-B6,10,weather,날씨,,
T-map,Starter Inter,A1-A3,1,beak,부리,,
T-map,Starter Inter,A1-A3,1,brush,붓,,
T-map,Starter Inter,A1-A3,1,cheer,환호하다,,
T-map,Starter Inter,A1-A3,1,concert,콘서트,,
T-map,Starter Inter,A1-A3,1,crowd,관중,,
T-map,Starter Inter,A1-A3,1,different,여러 가지의,,
T-map,Starter Inter,A1-A3,1,dry,말리다,,
T-map,Starter Inter,A1-A3,1,famous,유명한,,
T-map,Starter Inter,A1-A3,1,favorite,가장 좋아하는,,
T-map,Starter Inter,A1-A3,1,feather,깃털,,
T-map,Starter Inter,A1-A3,1,feel like,~처럼 느끼다,,
T-map,Starter Inter,A1-A3,1,flat,납작한,,
T-map,Starter Inter,A1-A3,1,get tired of,~에 싫증이 나다,,
T-map,Starter Inter,A1-A3,1,Guess what!,맞혀 봐!,,
T-map,Starter Inter,A1-A3,1,happen,"(일, 사건 등이) 일어나다",,
T-map,Starter Inter,A1-A3,1,human,사람,,
T-map,Starter Inter,A1-A3,1,in fact,사실은,,
T-map,Starter Inter,A1-A3,1,jacket,재킷,,
T-map,Starter Inter,A1-A3,1,join,가입하다,,
T-map,Starter Inter,A1-A3,1,lid,뚜껑,,
T-map,Starter Inter,A1-A3,1,musical instrument,악기,,
T-map,Starter Inter,A1-A3,1,orchestra,"오케스트라, 관현악단",,
T-map,Starter Inter,A1-A3,1,practice,연습하다,,
T-map,Starter Inter,A1-A3,1,put on,~을 몸에 걸치다,,
T-map,Starter Inter,A1-A3,1,really,정말로,,
T-map,Starter Inter,A1-A3,1,sharp,날카로운,,
T-map,Starter Inter,A1-A3,1,similar,비슷한,,
T-map,Starter Inter,A1-A3,1,singer,가수,,
T-map,Starter Inter,A1-A3,1,smell,냄새가 나다,,
T-map,Starter Inter,A1-A3,1,someday,언젠가,,
T-map,Starter Inter,A1-A3,1,sometimes,때때로,,
T-map,Starter Inter,A1-A3,1,special,특별한,,
T-map,Starter Inter,A1-A3,1,stove,가스레인지,,
T-map,Starter Inter,A1-A3,1,strength,"기운, 힘",,
T-map,Starter Inter,A1-A3,1,tail,꼬리,,
T-map,Starter Inter,A1-A3,1,thick,두꺼운,,
T-map,Starter Inter,A1-A3,1,think of,~을 생각하다,,
T-map,Starter Inter,A1-A3,1,usually,보통,,
T-map,Starter Inter,A1-A3,1,wet,젖은,,
T-map,Starter Inter,A1-A3,1,wide,넓은,,
T-map,Starter Inter,A1-A3,2,all day long,하루 종일,,
T-map,Starter Inter,A1-A3,2,because of,~ 때문에,,
T-map,Starter Inter,A1-A3,2,brain,뇌,,
T-map,Starter Inter,A1-A3,2,bright,밝은,,
T-map,Starter Inter,A1-A3,2,cell,세포,,
T-map,Starter Inter,A1-A3,2,dangerous,위험한,,
T-map,Starter Inter,A1-A3,2,during,~ 동안,,
T-map,Starter Inter,A1-A3,2,enjoy,즐기다,,
T-map,Starter Inter,A1-A3,2,enough,충분한,,
T-map,Starter Inter,A1-A3,2,even,심지어 ~도,,
T-map,Starter Inter,A1-A3,2,fall,내려가다,,
T-map,Starter Inter,A1-A3,2,flow,흐르다,,
T-map,Starter Inter,A1-A3,2,forecast,(날씨의) 예보,,
T-map,Starter Inter,A1-A3,2,harmful,해로운,,
T-map,Starter Inter,A1-A3,2,hear,듣다,,
T-map,Starter Inter,A1-A3,2,humid,습한,,
T-map,Starter Inter,A1-A3,2,inside,~의 안에,,
T-map,Starter Inter,A1-A3,2,job,직업,,
T-map,Starter Inter,A1-A3,2,loss,감량,,
T-map,Starter Inter,A1-A3,2,need,필요로 하다,,
T-map,Starter Inter,A1-A3,2,nutrient,영양분,,
T-map,Starter Inter,A1-A3,2,outdoor activity,야외 활동,,
T-map,Starter Inter,A1-A3,2,plenty of,많은 ~,,
T-map,Starter Inter,A1-A3,2,power,힘,,
T-map,Starter Inter,A1-A3,2,rainy,비가 많이 오는,,
T-map,Starter Inter,A1-A3,2,reason,이유,,
T-map,Starter Inter,A1-A3,2,remove,없애다,,
T-map,Starter Inter,A1-A3,2,rest,나머지,,
T-map,Starter Inter,A1-A3,2,scared,겁먹은,,
T-map,Starter Inter,A1-A3,2,smoothly,원활하게,,
T-map,Starter Inter,A1-A3,2,sunshine,햇살,,
T-map,Starter Inter,A1-A3,2,sweat,땀을 흘리다,,
T-map,Starter Inter,A1-A3,2,temperature,기온,,
T-map,Starter Inter,A1-A3,2,thirsty,목이마른,,
T-map,Starter Inter,A1-A3,2,umbrella,우산,,
T-map,Starter Inter,A1-A3,2,unhealthy,건강에 해로운,,
T-map,Starter Inter,A1-A3,2,waste,찌꺼기,,
T-map,Starter Inter,A1-A3,2,watch out,조심하다,,
T-map,Starter Inter,A1-A3,2,weather report,일기 예보,,
T-map,Starter Inter,A1-A3,2,weight,체중,,
T-map,Starter Inter,A1-A3,3,already,이미,,
T-map,Starter Inter,A1-A3,3,animation,만화 영화,,
T-map,Starter Inter,A1-A3,3,aquarium,수족관,,
T-map,Starter Inter,A1-A3,3,arrive,도착하다,,
T-map,Starter Inter,A1-A3,3,beautiful,아름다운,,
T-map,Starter Inter,A1-A3,3,beside,~ 옆에,,
T-map,Starter Inter,A1-A3,3,bone,뼈,,
T-map,Starter Inter,A1-A3,3,broken,부서진,,
T-map,Starter Inter,A1-A3,3,capital,수도,,
T-map,Starter Inter,A1-A3,3,completely,완전히,,
T-map,Starter Inter,A1-A3,3,delicious,아주 맛있는,,
T-map,Starter Inter,A1-A3,3,dinosaur,공룡,,
T-map,Starter Inter,A1-A3,3,especially,특히,,
T-map,Starter Inter,A1-A3,3,experience,경험,,
T-map,Starter Inter,A1-A3,3,fall in love with,~와 사랑에 빠지다,,
T-map,Starter Inter,A1-A3,3,field trip,현장 학습,,
T-map,Starter Inter,A1-A3,3,for free,공짜로,,
T-map,Starter Inter,A1-A3,3,forget,잊어버리다,,
T-map,Starter Inter,A1-A3,3,hit,부딪치다,,
T-map,Starter Inter,A1-A3,3,hometown,고향,,
T-map,Starter Inter,A1-A3,3,horseback riding,승마,,
T-map,Starter Inter,A1-A3,3,in front of,~의 앞쪽에,,
T-map,Starter Inter,A1-A3,3,island,섬,,
T-map,Starter Inter,A1-A3,3,lend,빌려주다,,
T-map,Starter Inter,A1-A3,3,lesson,수업,,
T-map,Starter Inter,A1-A3,3,movie theater,영화관,,
T-map,Starter Inter,A1-A3,3,museum,박물관,,
T-map,Starter Inter,A1-A3,3,natural,자연의,,
T-map,Starter Inter,A1-A3,3,nearby,가까운 곳에,,
T-map,Starter Inter,A1-A3,3,outside,~ 밖에,,
T-map,Starter Inter,A1-A3,3,reindeer,순록,,
T-map,Starter Inter,A1-A3,3,restaurant,음식점,,
T-map,Starter Inter,A1-A3,3,ride,타기,,
T-map,Starter Inter,A1-A3,3,sadly,슬프게도,,
T-map,Starter Inter,A1-A3,3,snowy,눈에 덮인,,
T-map,Starter Inter,A1-A3,3,take a picture,사진을 찍다,,
T-map,Starter Inter,A1-A3,3,trip,여행,,
T-map,Starter Inter,A1-A3,3,village,마을,,
T-map,Starter Inter,A1-A3,3,wonderful,멋진,,
T-map,Starter Inter,A1-A3,3,yesterday,어제,,
T-map,Starter Inter,A1-A3,4,activity,활동,,
T-map,Starter Inter,A1-A3,4,advice,조언,,
T-map,Starter Inter,A1-A3,4,airplane,비행기,,
T-map,Starter Inter,A1-A3,4,amusement park,놀이공원,,
T-map,Starter Inter,A1-A3,4,at first,처음에는,,
T-map,Starter Inter,A1-A3,4,awesome,굉장한,,
T-map,Starter Inter,A1-A3,4,cancel,취소하다,,
T-map,Starter Inter,A1-A3,4,classmate,반 친구,,
T-map,Starter Inter,A1-A3,4,confident,자신감 있는,,
T-map,Starter Inter,A1-A3,4,dear,(편지에서) ~에게(께),,
T-map,Starter Inter,A1-A3,4,difficult,"어려운, 힘든",,
T-map,Starter Inter,A1-A3,4,disappointed,실망한,,
T-map,Starter Inter,A1-A3,4,everything,모든 것,,
T-map,Starter Inter,A1-A3,4,fair,박람회,,
T-map,Starter Inter,A1-A3,4,favorite,특히 좋아하는 것,,
T-map,Starter Inter,A1-A3,4,field trip,현장 학습,,
T-map,Starter Inter,A1-A3,4,follow,따르다,,
T-map,Starter Inter,A1-A3,4,in front of,~ 앞에서,,
T-map,Starter Inter,A1-A3,4,kindness,친절,,
T-map,Starter Inter,A1-A3,4,lonely,외로운,,
T-map,Starter Inter,A1-A3,4,lose,지다,,
T-map,Starter Inter,A1-A3,4,lost and found,분실물 취급소,,
T-map,Starter Inter,A1-A3,4,make friends,친구를 사귀다,,
T-map,Starter Inter,A1-A3,4,nervous,불안한,,
T-map,Starter Inter,A1-A3,4,No problem.,괜찮아.,,
T-map,Starter Inter,A1-A3,4,one day,어느 날,,
T-map,Starter Inter,A1-A3,4,owl,올빼미,,
T-map,Starter Inter,A1-A3,4,pity,유감,,
T-map,Starter Inter,A1-A3,4,plate,접시,,
T-map,Starter Inter,A1-A3,4,pocket,주머니,,
T-map,Starter Inter,A1-A3,4,praise,칭찬하다,,
T-map,Starter Inter,A1-A3,4,regards,안부,,
T-map,Starter Inter,A1-A3,4,remember,기억하다,,
T-map,Starter Inter,A1-A3,4,show and tell,보여주고 이야기하기,,
T-map,Starter Inter,A1-A3,4,shy,부끄러워하는,,
T-map,Starter Inter,A1-A3,4,side,"옆, 측면",,
T-map,Starter Inter,A1-A3,4,sincerely,(편지에서) ~ 올림,,
T-map,Starter Inter,A1-A3,4,stamp,우표,,
T-map,Starter Inter,A1-A3,4,stamp,우표,,
T-map,Starter Inter,A1-A3,4,welcome,환영받는,,
T-map,Starter Inter,A1-A3,5,abroad,"해외로, 해외에(서)",,
T-map,Starter Inter,A1-A3,5,agree with,~에 동의하다,,
T-map,Starter Inter,A1-A3,5,always,항상,,
T-map,Starter Inter,A1-A3,5,battery,"건전지, 배터리",,
T-map,Starter Inter,A1-A3,5,character,등장인물,,
T-map,Starter Inter,A1-A3,5,college,대학,,
T-map,Starter Inter,A1-A3,5,come out,나오다,,
T-map,Starter Inter,A1-A3,5,construction,건설,,
T-map,Starter Inter,A1-A3,5,cousin,사촌,,
T-map,Starter Inter,A1-A3,5,creative,창의적인,,
T-map,Starter Inter,A1-A3,5,creativity,창의력,,
T-map,Starter Inter,A1-A3,5,event,행사,,
T-map,Starter Inter,A1-A3,5,excellent,훌륭한,,
T-map,Starter Inter,A1-A3,5,figure,모형 장난감,,
T-map,Starter Inter,A1-A3,5,finally,마지막으로,,
T-map,Starter Inter,A1-A3,5,for the first time,처음으로,,
T-map,Starter Inter,A1-A3,5,global warming,지구 온난화,,
T-map,Starter Inter,A1-A3,5,guide,안내서,,
T-map,Starter Inter,A1-A3,5,hard,열심히,,
T-map,Starter Inter,A1-A3,5,instruction,지시,,
T-map,Starter Inter,A1-A3,5,lesson,교훈,,
T-map,Starter Inter,A1-A3,5,library,도서관,,
T-map,Starter Inter,A1-A3,5,light,가벼운,,
T-map,Starter Inter,A1-A3,5,lose weight,체중을 줄이다,,
T-map,Starter Inter,A1-A3,5,main character,주인공,,
T-map,Starter Inter,A1-A3,5,of course,물론,,
T-map,Starter Inter,A1-A3,5,play,연극,,
T-map,Starter Inter,A1-A3,5,popular,인기 있는,,
T-map,Starter Inter,A1-A3,5,prize,상품,,
T-map,Starter Inter,A1-A3,5,project,과제,,
T-map,Starter Inter,A1-A3,5,review,논평,,
T-map,Starter Inter,A1-A3,5,save,구하다,,
T-map,Starter Inter,A1-A3,5,screen,화면,,
T-map,Starter Inter,A1-A3,5,serious,심각한,,
T-map,Starter Inter,A1-A3,5,skip,건너뛰다,,
T-map,Starter Inter,A1-A3,5,swimming pool,수영장,,
T-map,Starter Inter,A1-A3,5,take one's eyes off,~에서 눈을 떼다,,
T-map,Starter Inter,A1-A3,5,travel,여행하다,,
T-map,Starter Inter,A1-A3,5,vacation,방학,,
T-map,Starter Inter,A1-A3,5,valuable,소중한,,
T-map,Starter Inter,A1-A3,6,as usual,늘 그렇듯이,,
T-map,Starter Inter,A1-A3,6,because,~ 때문에,,
T-map,Starter Inter,A1-A3,6,blind,눈이 먼,,
T-map,Starter Inter,A1-A3,6,booth,"부스, 작은 공간",,
T-map,Starter Inter,A1-A3,6,certain,확신하는,,
T-map,Starter Inter,A1-A3,6,confident,확신하는,,
T-map,Starter Inter,A1-A3,6,crash down,(요란한 소리를 내며) 부서지다,,
T-map,Starter Inter,A1-A3,6,curious,궁금한,,
T-map,Starter Inter,A1-A3,6,disappear,사라지다,,
T-map,Starter Inter,A1-A3,6,downstairs,아래층으로,,
T-map,Starter Inter,A1-A3,6,exit,출구,,
T-map,Starter Inter,A1-A3,6,faithful,충직한,,
T-map,Starter Inter,A1-A3,6,fall down,넘어지다,,
T-map,Starter Inter,A1-A3,6,get out,나가다,,
T-map,Starter Inter,A1-A3,6,guide,"안내, 안내하다",,
T-map,Starter Inter,A1-A3,6,hurt,다치다,,
T-map,Starter Inter,A1-A3,6,instead,대신에,,
T-map,Starter Inter,A1-A3,6,look for,~을 찾다,,
T-map,Starter Inter,A1-A3,6,map,지도,,
T-map,Starter Inter,A1-A3,6,messy,지저분한,,
T-map,Starter Inter,A1-A3,6,noise,소리,,
T-map,Starter Inter,A1-A3,6,not yet,아직 ~하지 않다,,
T-map,Starter Inter,A1-A3,6,on one's way to,~으로 가는 길에,,
T-map,Starter Inter,A1-A3,6,programmer,프로그래머,,
T-map,Starter Inter,A1-A3,6,rush,급히 움직이다,,
T-map,Starter Inter,A1-A3,6,shout,외치다,,
T-map,Starter Inter,A1-A3,6,soon after,곧,,
T-map,Starter Inter,A1-A3,6,stadium,경기장,,
T-map,Starter Inter,A1-A3,6,stairs,계단,,
T-map,Starter Inter,A1-A3,6,stand in line,줄을 서다,,
T-map,Starter Inter,A1-A3,6,still ,아직,,
T-map,Starter Inter,A1-A3,6,strap,끈,,
T-map,Starter Inter,A1-A3,6,subway,지하철,,
T-map,Starter Inter,A1-A3,6,suddenly,갑자기,,
T-map,Starter Inter,A1-A3,6,surely,확실히,,
T-map,Starter Inter,A1-A3,6,then,그때,,
T-map,Starter Inter,A1-A3,6,toward,~ 쪽으로,,
T-map,Starter Inter,A1-A3,6,turn,순서,,
T-map,Starter Inter,A1-A3,6,useful,유용한,,
T-map,Starter Inter,A1-A3,6,whole,전체의,,
T-map,Starter Inter,A1-A3,7,actor,배우,,
T-map,Starter Inter,A1-A3,7,actress,여배우,,
T-map,Starter Inter,A1-A3,7,apartment,아파트,,
T-map,Starter Inter,A1-A3,7,blanket,담요,,
T-map,Starter Inter,A1-A3,7,business trip,출장,,
T-map,Starter Inter,A1-A3,7,chef,요리사,,
T-map,Starter Inter,A1-A3,7,clothes,옷,,
T-map,Starter Inter,A1-A3,7,company,회사,,
T-map,Starter Inter,A1-A3,7,cover,가리다,,
T-map,Starter Inter,A1-A3,7,cozy,아늑한,,
T-map,Starter Inter,A1-A3,7,curtain,커튼,,
T-map,Starter Inter,A1-A3,7,decorate,장식하다,,
T-map,Starter Inter,A1-A3,7,excellent,훌륭한,,
T-map,Starter Inter,A1-A3,7,failure,실패,,
T-map,Starter Inter,A1-A3,7,fight over,~에 관해 싸우다,,
T-map,Starter Inter,A1-A3,7,film,영화,,
T-map,Starter Inter,A1-A3,7,focus on,~에 집중하다,,
T-map,Starter Inter,A1-A3,7,for example,예를 들어,,
T-map,Starter Inter,A1-A3,7,frightened,겁먹은,,
T-map,Starter Inter,A1-A3,7,graphic designer,그래픽 디자이너,,
T-map,Starter Inter,A1-A3,7,guitarist,기타 연주자,,
T-map,Starter Inter,A1-A3,7,healthy,건강에 좋은,,
T-map,Starter Inter,A1-A3,7,in common,공통으로,,
T-map,Starter Inter,A1-A3,7,interview,인터뷰,,
T-map,Starter Inter,A1-A3,7,lastly,마지막으로,,
T-map,Starter Inter,A1-A3,7,meal,식사,,
T-map,Starter Inter,A1-A3,7,member,구성원,,
T-map,Starter Inter,A1-A3,7,miss,그리워하다,,
T-map,Starter Inter,A1-A3,7,mysterious,신비로운,,
T-map,Starter Inter,A1-A3,7,often,자주,,
T-map,Starter Inter,A1-A3,7,oversleep,늦잠 자다,,
T-map,Starter Inter,A1-A3,7,performance,공연,,
T-map,Starter Inter,A1-A3,7,run,경영하다,,
T-map,Starter Inter,A1-A3,7,semester,학기,,
T-map,Starter Inter,A1-A3,7,share,함께 쓰다,,
T-map,Starter Inter,A1-A3,7,symbol,상징,,
T-map,Starter Inter,A1-A3,7,take care of,~을 돌보다,,
T-map,Starter Inter,A1-A3,7,taste,~ 맛이 나다,,
T-map,Starter Inter,A1-A3,7,thunder,천둥,,
T-map,Starter Inter,A1-A3,7,trust,믿다,,
T-map,Starter Inter,A1-A3,8,a bowl of,한 그릇의~,,
T-map,Starter Inter,A1-A3,8,afternoon,오후,,
T-map,Starter Inter,A1-A3,8,alike,비슷한,,
T-map,Starter Inter,A1-A3,8,anniversary,기념일,,
T-map,Starter Inter,A1-A3,8,as well,또한,,
T-map,Starter Inter,A1-A3,8,at least,적어도,,
T-map,Starter Inter,A1-A3,8,at the moment,지금,,
T-map,Starter Inter,A1-A3,8,aunt,숙모,,
T-map,Starter Inter,A1-A3,8,author,작가,,
T-map,Starter Inter,A1-A3,8,bookshop,서점,,
T-map,Starter Inter,A1-A3,8,burst into tears,와락 울음을 터뜨리다,,
T-map,Starter Inter,A1-A3,8,by the way,그런데,,
T-map,Starter Inter,A1-A3,8,court,"코트, 경기장",,
T-map,Starter Inter,A1-A3,8,design,디자인,,
T-map,Starter Inter,A1-A3,8,disagree,동의하지 않다,,
T-map,Starter Inter,A1-A3,8,exercise equipment,운동기구,,
T-map,Starter Inter,A1-A3,8,fantastic,환상적인,,
T-map,Starter Inter,A1-A3,8,float,떠다니다,,
T-map,Starter Inter,A1-A3,8,front,앞쪽의,,
T-map,Starter Inter,A1-A3,8,grandparent,조부모,,
T-map,Starter Inter,A1-A3,8,indoor,실내의,,
T-map,Starter Inter,A1-A3,8,land,떨어지다,,
T-map,Starter Inter,A1-A3,8,moment,순간,,
T-map,Starter Inter,A1-A3,8,mood,기분,,
T-map,Starter Inter,A1-A3,8,never,결코 ~ 않다,,
T-map,Starter Inter,A1-A3,8,pick up,~을 집어 들다,,
T-map,Starter Inter,A1-A3,8,pretty,꽤,,
T-map,Starter Inter,A1-A3,8,row,"열, 줄",,
T-map,Starter Inter,A1-A3,8,seaweed,미역,,
T-map,Starter Inter,A1-A3,8,slip,빠져나가다,,
T-map,Starter Inter,A1-A3,8,sold out,"매진된, 다 팔린",,
T-map,Starter Inter,A1-A3,8,splash,첨벙 하는 소리,,
T-map,Starter Inter,A1-A3,8,tasty,맛있는,,
T-map,Starter Inter,A1-A3,8,terrible,끔찍한,,
T-map,Starter Inter,A1-A3,8,thin,얇은,,
T-map,Starter Inter,A1-A3,8,uncle,숙부,,
T-map,Starter Inter,A1-A3,8,unhealthy,건강에 해로운,,
T-map,Starter Inter,A1-A3,8,upstairs,위층으로,,
T-map,Starter Inter,A1-A3,8,wedding,결혼,,
T-map,Starter Inter,A1-A3,8,wood,나무,,
T-map,Starter Inter,A1-A3,9,amazing,놀라운,,
T-map,Starter Inter,A1-A3,9,around,"약, ~쯤",,
T-map,Starter Inter,A1-A3,9,be proud of,~을 자랑으로 여기다,,
T-map,Starter Inter,A1-A3,9,bridge,다리,,
T-map,Starter Inter,A1-A3,9,check,알아보다,,
T-map,Starter Inter,A1-A3,9,develop,발병시키다,,
T-map,Starter Inter,A1-A3,9,diet,식습관,,
T-map,Starter Inter,A1-A3,9,disease,질병,,
T-map,Starter Inter,A1-A3,9,easily,쉽게,,
T-map,Starter Inter,A1-A3,9,energy,기력,,
T-map,Starter Inter,A1-A3,9,fact,사실,,
T-map,Starter Inter,A1-A3,9,far,멀리,,
T-map,Starter Inter,A1-A3,9,feed,먹이를 주다,,
T-map,Starter Inter,A1-A3,9,forest,숲,,
T-map,Starter Inter,A1-A3,9,fur,털,,
T-map,Starter Inter,A1-A3,9,honey,꿀,,
T-map,Starter Inter,A1-A3,9,however,그러나,,
T-map,Starter Inter,A1-A3,9,huge,거대한,,
T-map,Starter Inter,A1-A3,9,light,"옅은, 연한",,
T-map,Starter Inter,A1-A3,9,like,~처럼,,
T-map,Starter Inter,A1-A3,9,manager,관리자,,
T-map,Starter Inter,A1-A3,9,normally,보통,,
T-map,Starter Inter,A1-A3,9,nut,견과,,
T-map,Starter Inter,A1-A3,9,overweight,과체중의,,
T-map,Starter Inter,A1-A3,9,per,~마다,,
T-map,Starter Inter,A1-A3,9,question,"질문, 문제",,
T-map,Starter Inter,A1-A3,9,quickly,빨리,,
T-map,Starter Inter,A1-A3,9,salmon,연어,,
T-map,Starter Inter,A1-A3,9,save,아끼다,,
T-map,Starter Inter,A1-A3,9,set the table,밥상을 차리다,,
T-map,Starter Inter,A1-A3,9,slim,날씬한,,
T-map,Starter Inter,A1-A3,9,thick,두꺼운,,
T-map,Starter Inter,A1-A3,9,tired,지친,,
T-map,Starter Inter,A1-A3,9,tour,관광,,
T-map,Starter Inter,A1-A3,9,treasure hunt,보물찾기,,
T-map,Starter Inter,A1-A3,9,various,다양한,,
T-map,Starter Inter,A1-A3,9,wake someone up,~을 깨우다,,
T-map,Starter Inter,A1-A3,9,watch,조심하다,,
T-map,Starter Inter,A1-A3,9,weigh,무게가 ~이다,,
T-map,Starter Inter,A1-A3,9,youth,청소년,,
T-map,Starter Inter,A1-A3,10,at the same time,동시에,,
T-map,Starter Inter,A1-A3,10,build,형성하다,,
T-map,Starter Inter,A1-A3,10,choose,고르다,,
T-map,Starter Inter,A1-A3,10,close,가까운,,
T-map,Starter Inter,A1-A3,10,community,지역 사회,,
T-map,Starter Inter,A1-A3,10,downtown,시내,,
T-map,Starter Inter,A1-A3,10,drawer,서랍,,
T-map,Starter Inter,A1-A3,10,escalator,에스컬레이터,,
T-map,Starter Inter,A1-A3,10,excited,신이 난,,
T-map,Starter Inter,A1-A3,10,first,먼저,,
T-map,Starter Inter,A1-A3,10,history,역사,,
T-map,Starter Inter,A1-A3,10,in other words,다시 말해서,,
T-map,Starter Inter,A1-A3,10,invite,초대하다,,
T-map,Starter Inter,A1-A3,10,juicy,즙이 많은,,
T-map,Starter Inter,A1-A3,10,keep,유지하다,,
T-map,Starter Inter,A1-A3,10,kindness,친절,,
T-map,Starter Inter,A1-A3,10,life,삶,,
T-map,Starter Inter,A1-A3,10,most of all,무엇보다도,,
T-map,Starter Inter,A1-A3,10,neighbor,이웃,,
T-map,Starter Inter,A1-A3,10,neighborhood,동네,,
T-map,Starter Inter,A1-A3,10,offer,내밀다,,
T-map,Starter Inter,A1-A3,10,paint,페인트를 칠하다,,
T-map,Starter Inter,A1-A3,10,park,주차하다,,
T-map,Starter Inter,A1-A3,10,pick up,치우다,,
T-map,Starter Inter,A1-A3,10,plant,심다,,
T-map,Starter Inter,A1-A3,10,privacy,사생활,,
T-map,Starter Inter,A1-A3,10,relationship,관계,,
T-map,Starter Inter,A1-A3,10,respect,존중하다,,
T-map,Starter Inter,A1-A3,10,safe,안전한,,
T-map,Starter Inter,A1-A3,10,say hello to,~에게 인사하다,,
T-map,Starter Inter,A1-A3,10,secondly,두 번째로,,
T-map,Starter Inter,A1-A3,10,share,함께 나누다,,
T-map,Starter Inter,A1-A3,10,sidewalk,보도,,
T-map,Starter Inter,A1-A3,10,simple,간단한,,
T-map,Starter Inter,A1-A3,10,someday,언젠가,,
T-map,Starter Inter,A1-A3,10,step,방법,,
T-map,Starter Inter,A1-A3,10,tip,조언,,
T-map,Starter Inter,A1-A3,10,together,함께,,
T-map,Starter Inter,A1-A3,10,tradition,전통,,
T-map,Starter Inter,A1-A3,10,try,노력하다,,
T-map,Starter Inter,B1-B3,1,again,다시,,
T-map,Starter Inter,B1-B3,1,air conditioner,에어컨,,
T-map,Starter Inter,B1-B3,1,avoid,방지하다,,
T-map,Starter Inter,B1-B3,1,be interested in,~에 관심이 있다,,
T-map,Starter Inter,B1-B3,1,bicycle,자전거,,
T-map,Starter Inter,B1-B3,1,bookstore,서점,,
T-map,Starter Inter,B1-B3,1,campsite,야영지,,
T-map,Starter Inter,B1-B3,1,change,변하다,,
T-map,Starter Inter,B1-B3,1,commonly,흔히,,
T-map,Starter Inter,B1-B3,1,easily,쉽게,,
T-map,Starter Inter,B1-B3,1,enemy,적,,
T-map,Starter Inter,B1-B3,1,excited,신이 난,,
T-map,Starter Inter,B1-B3,1,follow,따르다,,
T-map,Starter Inter,B1-B3,1,highway,고속도로,,
T-map,Starter Inter,B1-B3,1,hot,더운,,
T-map,Starter Inter,B1-B3,1,however,그러나,,
